	QUESTION	Q_UNDERGOER	Q_ENABLER	Q_TRIGGER	Q_RESULT	Q_UNDERSPECIFIED	ANSWER_CHOICE	ANSWER_SENTENCE	A_UNDERGOER	A_ENABLER	A_TRIGGER	A_RESULT	A_UNDERSPECIFIED	UNDERGOER_SCORE	ENABLER_SCORE	TRIGGER_SCORE	RESULT_SCORE	UNDERSPECIFIED_SCORE	CORRECT_ANSWER	PREDICTED_ANSWER	PREDICTION
4525	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	orbit	In physics, an orbit is the gravitationally curved path of an object around a point in space, for example the orbit of a planet around the center of a star system, such as the Solar System	object planet such System	point space star system	orbit | path	None				0.0		0.0	rotation	rotation	True
4526	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	orbit	The path described by a heavenly body in its periodical revolution around another body.	heavenly	body	path	None				0.0		0.0	rotation	rotation	True
4527	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	orbit	To circle or revolve around another object.	None	circle	circle | revolve around	None				0.0304379634319		0.0	rotation	rotation	True
4528	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	growing garbage problem	garbage problem	None	separated	There is hope by separating the roots the plants will survive when planted.	plants	None	separating the roots		None			0.013985829232700002	0.0		composted	processed	False
4529	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	growing garbage problem	garbage problem	None	separated	The water molecules separate and are in the air as a gas called water vapor.	water molecules	None	separate	gas vapor	in the air			0.0	0.0		composted	processed	False
4530	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	None	None	None	separated	There is hope by separating the roots the plants will survive when planted.	plants	None	separating the roots	None	None						composted	processed	False
4531	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	None	None	None	separated	The water molecules separate and are in the air as a gas called water vapor.	water molecules	None	separate	gas vapor	in the air						composted	processed	False
4532	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	growing garbage problem	garbage problem	None	composted	Because compost is a completely natural and organic material,our plants would receive the best minerals with which to grow.	plants	None	compost	organic	None			0.0	0.0		composted	processed	False
4533	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	None	None	None	composted	Because compost is a completely natural and organic material,our plants would receive the best minerals with which to grow.	plants	None	compost	organic	None						composted	processed	False
4534	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	growing garbage problem	garbage problem	None	processed	A series of actions, changes, or functions bringing about a result	None	actions	changes		None			0.829834481811	0.0		composted	processed	False
4535	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	growing garbage problem	garbage problem	None	processed	If you process something, you change it from its natural state into something that's ready to use.	something	None	process	natural state something that 's ready to use	None			0.0	0.0667422251085		composted	processed	False
4536	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	growing garbage problem	garbage problem	None	processed	Plants get their energy to grow through a process called photosynthesis.	Plants	None	process	energy to grow	None			0.0	0.0		composted	processed	False
4537	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	growing garbage problem	garbage problem	None	processed	Animals get energy by processing complex foods.	Animals	None	processing	energy	None			0.0	0.0		composted	processed	False
4538	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	growing garbage problem	garbage problem	None	processed	Energy transformation Energy transformation or energy conversion is the process of changing one form of energy to another.	Energy energy	conversion	process of changing		None			0.30486778256499997	0.0		composted	processed	False
4539	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	None	None	None	processed	A series of actions, changes, or functions bringing about a result	None	actions	changes	None	None						composted	processed	False
4540	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	None	None	None	processed	If you process something, you change it from its natural state into something that's ready to use.	something	None	process	natural state something that 's ready to use	None						composted	processed	False
4541	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	None	None	None	processed	Plants get their energy to grow through a process called photosynthesis.	Plants	None	process	energy to grow	None						composted	processed	False
4542	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	None	None	None	processed	Animals get energy by processing complex foods.	Animals	None	processing	energy	None						composted	processed	False
4543	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "	None	None	None	None	None	processed	Energy transformation Energy transformation or energy conversion is the process of changing one form of energy to another.	Energy energy	conversion	process of changing	None	None						composted	processed	False
