QUESTION	Q_UNDERGOER	Q_ENABLER	Q_TRIGGER	Q_RESULT	Q_UNDERSPECIFIED	ANSWER_CHOICE	ANSWER_SENTENCE	A_UNDERGOER	A_ENABLER	A_TRIGGER	A_RESULT	A_UNDERSPECIFIED	UNDERGOER_SCORE	ENABLER_SCORE	TRIGGER_SCORE	RESULT_SCORE	UNDERSPECIFIED_SCORE	CORRECT_ANSWER
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	precipitation	falling products of condensation of water vapour in the atmosphere, as rain, snow, or hail.	water vapour|atmosphere	condensation|atmosphere	falling|hail	falling|condensation|rain	atmosphere	nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	precipitation	precipitation is any product of the condensation of atmospheric water vapour that falls under gravity.	water	condensation	falls			nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	precipitation	The liquid and solid water particles that fall from clouds and reach the ground are known as precipitation					clouds	nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						precipitation	precipitation Water falling to the Earth.	precipitation Water		falling	Earth	the earth [destination]	nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						precipitation	The plant will then use the stored water in times or seasons of low precipitation.	plant		stored			nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						precipitation	precipitation Water that falls to the Earth from the sky.			falls		sky [source] earth[destination]	nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						precipitation	Rain is a form of precipitation in which water falls back to earth as a liquid.	water|liquid		falls			nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						precipitation	Also when the air cannot hold any more water, it precipitates.						nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						precipitation	Precipitation is the term used to describe water (moisture) that falls from the sky.					sky	nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						precipitation	Different forms of precipitation include: Rain is liquid water falling from the sky.					sky	nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						precipitation	falling products of condensation of water vapour in the atmosphere, as rain, snow, or hail.	water vapour|atmosphere	condensation|atmosphere	falling|hail	falling|condensation|rain	atmosphere	nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						precipitation	precipitation is any product of the condensation of atmospheric water vapour that falls under gravity.	water	condensation	falls			nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						precipitation	The liquid and solid water particles that fall from clouds and reach the ground are known as precipitation					clouds	nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	melting	Melting is the opposite of freezing and involves changing water from its solid state (ice) to a liquid state by the addition of heat.						nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	melting	Melting of ice is a physical change, not a chemical change.						nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	melting	the process whereby heat changes something from a solid to a liquid						nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	melting	Melting is a physical process that results in the phase transition of a substance from a solid to a liquid.	solid|liquid		Melting			nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	melting	When a solid reaches the temperature of its melting point, it can become a liquid.						nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	melting	The thermal energy of the water increases as it melts, changing from a solid (ice) to liquid water.			changing	solid|ice|water		nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	melting	The process by which water vapor changes to liquid water is called A. melting.						nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	melting	The melting point of water is the temperature at which it changes from solid ice into liquid water.						nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	melting	Ice melting into water is a physical change.						nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						melting	Melting is the opposite of freezing and involves changing water from its solid state (ice) to a liquid state by the addition of heat.						nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						melting	Melting of ice is a physical change, not a chemical change.						nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						melting	the process whereby heat changes something from a solid to a liquid						nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						melting	Melting is a physical process that results in the phase transition of a substance from a solid to a liquid.	solid|liquid		Melting			nan	nan	nan	nan	nan	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 						melting	When a solid reaches the temperature of its melting point, it can become a liquid.						nan	nan	nan	nan	nan	melting
