	ANSWER_CHOICE	A_DIRECTION	A_ENABLER	A_LOCATION	A_MEDIUM	A_RESULT	A_SOURCE	A_TARGET	A_THEME	A_TRIGGER	A_UNDERGOER	CORRECT_ANSWER	DIRECTION_SCORE	ENABLER_SCORE	LOCATION_SCORE	MEDIUM_SCORE	PREDICTED_ANSWER	PREDICTION	QUESTION	Q_DIRECTION	Q_ENABLER	Q_LOCATION	Q_MEDIUM	Q_RESULT	Q_SOURCE	Q_TARGET	Q_THEME	Q_TRIGGER	Q_UNDERGOER	RESULT_SCORE	SOURCE_SCORE	TARGET_SCORE	THEME_SCORE	TRIGGER_SCORE	UNDERGOER_SCORE
3094	chemosynthesis					food				produce | chemosynthesis	autotrophs	photosynthesis					photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs	0.140625				0.0	1.0
3095	chemosynthesis					glucose				make | chemosynthesis		photosynthesis					photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs	0.132835659854				0.0006605582913949999	
3096	chemosynthesis		energy			make food				process	chemical compounds	photosynthesis		1.0			photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs	0.0748781736534				0.0	0.0
3097	nitrogen fixation		prokaryotes							nitrogen fixation		photosynthesis		0.0			photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs					0.0	
3098	nitrogen fixation					ammonium				nitrogen fixation	nitrogen	photosynthesis					photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs	0.0				0.0	0.0
3099	nitrogen fixation									nitrogen fixation	nitrogen	photosynthesis					photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs					0.0	0.0
3100	nitrogen fixation		bacteria			nitrates				changing	nitrogen	photosynthesis		0.0			photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs	0.0				0.12456536177500001	0.0
3101	nitrogen fixation					ammonia				conversion	nitrogen	photosynthesis					photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs	0.0				1.0	0.0
3102	photosynthesis		light energy							to drive photosynthesis	plants	photosynthesis		1.0			photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs					0.0	1.0
3103	photosynthesis					energy				photosynthesis	plants	photosynthesis					photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs	0.0				0.0	1.0
3104	photosynthesis		sun			energy				photosynthesis	plants	photosynthesis		0.00634670199174			photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs	0.0				0.0	1.0
3105	photosynthesis									does photosynthesis	A plant	photosynthesis					photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs					0.0	0.61771892602
3106	photosynthesis					get their energy to grow				photosynthesis	Plants	photosynthesis					photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs	0.0				0.0	1.0
