	QUESTION	ANSWER_CHOICE	Q_UNDERGOER	A_UNDERGOER	UNDERGOER_SCORE	Q_ENABLER	A_ENABLER	ENABLER_SCORE	Q_TRIGGER	A_TRIGGER	TRIGGER_SCORE	Q_RESULT	A_RESULT	RESULT_SCORE	CORRECT_ANSWER
3091	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	conduction	metal handle of the pot	energy	0.0		materials			conduct		become hot			conduction
3092	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	conduction	metal handle of the pot	water | mineral	0.0					conduction		become hot			conduction
3093	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	conduction	metal handle of the pot	warmed surface water	0.0858466723065					conduction		become hot	transferred downward into the water	0.0	conduction
3094	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	conduction	metal handle of the pot	heat	0.0					direct transfer		become hot			conduction
3095	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	conduction	pot	energy	0.0	a stove	water | air	0.0	heated	conducting	0.0				conduction
3096	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	conduction	pot	energy	0.0	a stove	materials	0.0204081632653	heated	conduct	0.0				conduction
3097	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	conduction	pot	water | mineral	0.0	a stove			heated	conduction	0.0				conduction
3098	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	conduction	pot	warmed surface water	0.0	a stove			heated	conduction	0.0		transferred downward into the water		conduction
3099	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	conduction	pot	heat	0.0	a stove			heated	direct transfer	0.000572000129188				conduction
3100	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	convection	metal handle of the pot				movement of the air or water			convection		become hot	heat removal	0.0	conduction
3101	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	convection	metal handle of the pot	water vapor	0.0					convection		become hot	rises	0.000175301132763	conduction
3102	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	convection	metal handle of the pot	warmed surface water	0.0858466723065					convection		become hot	transferred downward into the water column	0.0	conduction
3103	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	convection	metal handle of the pot	water	0.0					convection		become hot	heat was transferred	0.0	conduction
3104	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	convection	metal handle of the pot	particles	0.0					convection		become hot	move around from one place to another	0.0	conduction
3105	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	convection	pot			a stove	movement of the air or water	0.0	heated	convection	0.0		heat removal		conduction
3106	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	convection	pot	water vapor	0.0	a stove			heated	convection	0.0		rises		conduction
3107	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	convection	pot	warmed surface water	0.0	a stove			heated	convection	0.0		transferred downward into the water column		conduction
3108	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	convection	pot	water	0.0	a stove			heated	convection	0.0		heat was transferred		conduction
3109	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	convection	pot	particles	0.0	a stove			heated	convection	0.0		move around from one place to another		conduction
3110	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	combustion	metal handle of the pot	chemical energy	0.0					combustion | burning		become hot	heat energy	0.0	conduction
3111	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	combustion	metal handle of the pot	plants in fossil fuel	0.0621141111227					combustion		become hot			conduction
3112	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	combustion	metal handle of the pot	fossil fuels	0.0					combustion | release emissions		become hot	energy	0.0	conduction
3113	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	combustion	metal handle of the pot	fuel	0.0					burning		become hot	mechanical energy	0.0	conduction
3114	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	combustion	metal handle of the pot	fossil fuel	0.0					combustion		become hot	energy	0.0	conduction
3115	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	combustion	pot	chemical energy	0.0	a stove			heated	combustion | burning	0.0		heat energy		conduction
3116	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	combustion	pot	plants in fossil fuel	0.0621141111227	a stove			heated	combustion	0.0				conduction
